host_id,hostname,dist_pc,st_teff_k,st_rad_rsun,st_mass_msun,st_lum_log,st_logg,st_met_dex,st_spectype,spectral_class,hr_region,n_stars,n_planets
220,GJ 676 A,16.0272,3734.0,0.69,0.626,-1.04251,4.62,0.23,M0,M,Main_Sequence_Cool,2,4
221,GJ 680,9.67315,3563.0,0.45933,0.456,-1.51379,4.77323,,K5,K,Main_Sequence_Cool,2,1
222,GJ 682,5.00671,3028.0,0.298255,0.27,-2.69897,4.92764,,M3.5 V,M,Main_Sequence_Cool,1,2
223,GJ 685,14.3155,3816.0,0.54,0.55,-1.253,4.72,-0.15,M0.5,M,Main_Sequence_Cool,1,1
224,GJ 687,4.54939,3413.0,0.4183,0.4,-1.672,4.85936,0.0631,M3.0V,M,Main_Sequence_Cool,1,2
225,GJ 720 A,15.5575,3837.0,0.56,0.57,-1.217,4.71,-0.14,M0.5 V,M,Main_Sequence_Cool,2,1
226,GJ 724,16.9658,3799.0,0.52226,0.5271,-1.2909,4.88,-0.02,M1.0 V,M,Main_Sequence_Cool,1,1
227,GJ 740,11.1017,3913.0,0.56,0.58,-1.206,4.68,0.08,M1.0 V,M,Main_Sequence_Cool,1,1
228,GJ 806,12.0445,3600.0,0.4144,0.413,-1.58528,4.98,-0.28,M1.5 V,M,Main_Sequence_Cool,1,2
229,GJ 832,4.96435,3472.0,0.441557,0.45,-1.585,4.78905,-0.3,M2/3 V,M,Main_Sequence_Cool,1,1
230,GJ 849,8.80058,3467.0,0.45,0.45,-1.59,4.8,0.09,M3.5,M,Main_Sequence_Cool,1,2
231,GJ 86,10.7836,5182.0,0.77,0.93,-0.38952,4.63,-0.22,K1V,K,Main_Sequence_Cool,2,1
232,GJ 876,4.67517,3293.74,0.3,0.32,-1.90658,4.87177,0.2129,M2.5V,M,Main_Sequence_Cool,1,4
233,GJ 887,3.28679,3688.0,0.468,0.495,-1.43415,4.156,-0.06,M1 V,M,Main_Sequence_Cool,1,4
234,GJ 896 A,6.26022,3345.0,0.394682,0.43599,-1.75523,4.83156,,M3.5 V,M,Main_Sequence_Cool,2,1
235,GJ 900 A,20.8065,3976.0,0.716187,1.08,-0.921,4.55728,-0.63,K7,K,Main_Sequence_Cool,3,1
236,GJ 9066,4.471,3154.0,0.164,0.15,-2.59517,5.01,-0.13,M5.0 V,M,Main_Sequence_Cool,1,1
237,GJ 9404,23.8839,3811.0,0.626041,0.62,-1.0,4.62936,,M2V,M,Main_Sequence_Cool,1,1
238,GJ 96,11.9315,3785.0,0.580612,0.6,-1.05159,4.66767,0.14,M2,M,Main_Sequence_Cool,1,1
239,GJ 9689,30.6203,3836.0,0.57,0.59,-1.2,4.69,0.05,M0.5,M,Main_Sequence_Cool,1,1
240,GJ 9714,20.5121,4263.0,0.662662,0.67,-0.88386,4.62156,,K5V,K,Main_Sequence_Cool,1,1
241,GJ 9773,15.9211,3528.0,0.362,0.358,-1.73666,4.84674,-0.2,M3.0 V,M,Main_Sequence_Cool,1,1
242,GJ 9827,29.661,4236.0,0.58,0.62,-1.00436,4.719,-0.29,K7 V,K,Main_Sequence_Cool,1,3
243,GPX-1,655.013,7000.0,1.56,1.68,0.72673,4.27,0.35,F2,F,Main_Sequence_Hot,1,1
244,GSC 06214-00210,108.5,4200.0,0.90484,0.9,-0.42,4.36628,-0.06,K7,K,Main_Sequence_Cool,1,1
245,GU Psc,47.5501,4031.81,0.450458,0.325,-1.60189,4.78111,0.1,M3,M,Main_Sequence_Cool,1,1
246,Gaia-1,363.66,5470.0,0.952,0.949,-0.1588,4.43994,,Unknown,Unknown,Main_Sequence_Cool,1,1
247,Gaia-2,209.229,5720.0,1.064,1.0,0.0574,4.37355,,Unknown,Unknown,Main_Sequence_Cool,1,1
248,Gaia-4,73.4829,4034.0,0.624,0.644,-0.99957,4.68,0.05,Unknown,Unknown,Main_Sequence_Cool,1,1
249,Gaia-5,41.1813,3447.0,0.345,0.339,-1.82594,4.83,-0.18,Unknown,Unknown,Main_Sequence_Cool,1,1
250,Gaia22dkvL,1270.0,5502.5,1.42487,1.145,0.31745,,,Unknown,Unknown,Unknown,1,1
251,Gl 378,14.9545,3879.0,0.56,0.56,-1.22185,4.68513,0.06,M1,M,Main_Sequence_Cool,1,1
252,Gl 410,11.9324,3842.0,0.543,0.55,-1.239,4.87,0.05,K,K,Main_Sequence_Cool,1,1
253,Gl 49,9.8528,3805.0,0.511,0.515,-1.30645,4.69,0.13,M1.5 V,M,Main_Sequence_Cool,2,1
254,Gl 686,8.15728,3656.0,0.427,0.426,-1.53,4.87,-0.23,M1.0 V,M,Main_Sequence_Cool,1,1
255,Gl 725 A,3.5214,3433.0,0.351,0.33,-1.809,4.87,-0.19,M3,M,Main_Sequence_Cool,2,1
256,Gliese 12,12.21,3328.0,0.265,0.255,-2.13787,5.25,-0.24,M3.0 V,M,Main_Sequence_Cool,1,1
257,HAT-P-1,158.979,5980.0,1.174,1.151,0.22463,4.359,0.13,G0 V,G,Main_Sequence_Cool,2,1
258,HAT-P-11,37.7647,4653.0,0.683,0.811,-0.56702,4.663,0.31,K4,K,Main_Sequence_Cool,1,2
259,HAT-P-12,142.751,4650.0,0.701,0.733,-0.678,4.61,-0.29,K4,K,Main_Sequence_Cool,1,1
260,HAT-P-13,246.81,5653.0,1.756,1.32,0.346,4.07,0.46,G4,G,Main_Sequence_Cool,1,2
261,HAT-P-14,222.663,6600.0,1.82,2.65,0.64412,4.25,0.11,F5 V,F,Main_Sequence_Hot,2,1
262,HAT-P-15,192.516,5568.0,1.07,1.0,0.03019,4.38,0.22,G5,G,Main_Sequence_Cool,1,1
263,HAT-P-16,226.637,6140.0,1.158,1.218,0.29447,4.396,0.17,F8,F,Main_Sequence_Hot,3,1
264,HAT-P-17,92.3831,5291.48,0.854341,0.9550000000000001,-0.28893,4.54233,0.0256,K,K,Main_Sequence_Cool,1,2
265,HAT-P-18,161.4,4803.0,0.749,0.77,-0.569,4.57,0.1,K2,K,Main_Sequence_Cool,1,1
266,HAT-P-19,202.078,4962.0,0.773,0.807,-0.48545,4.5687,0.166,K1,K,Main_Sequence_Cool,1,1
267,HAT-P-2,127.774,6396.0,1.403,1.33,0.5535,4.16,0.15,F8,F,Main_Sequence_Hot,1,2
268,HAT-P-20,71.0374,4595.0,0.694,0.756,-0.721,4.63,0.35,K3,K,Main_Sequence_Cool,1,1
269,HAT-P-21,277.278,5588.0,1.21,1.24,0.18184,4.33,0.01,G3,G,Main_Sequence_Cool,1,1
270,HAT-P-22,81.7647,5302.0,1.11,1.13,-0.114,4.36,0.24,G5 V,G,Main_Sequence_Cool,2,1
271,HAT-P-23,364.813,5905.0,1.203,1.13,0.199,4.33,0.15,G0,G,Main_Sequence_Cool,1,1
272,HAT-P-24,415.344,6373.0,1.38,1.37,0.408,4.27,-0.16,F8,F,Main_Sequence_Hot,2,1
273,HAT-P-25,300.384,5519.0,0.919,1.012,-0.15181,4.516,0.294,G5,G,Main_Sequence_Cool,1,1
274,HAT-P-26,141.837,5079.0,0.87,1.12,-0.35928,4.56,-0.04,K1,K,Main_Sequence_Cool,1,1
275,HAT-P-27,199.173,5316.0,0.864673,0.916,-0.26926,4.52626,0.3,G8,G,Main_Sequence_Cool,2,1
276,HAT-P-28,401.319,5680.0,1.103,1.025,0.053,4.36,0.12,G3,G,Main_Sequence_Cool,1,1
277,HAT-P-29,313.576,6087.0,1.3,1.45,0.31175,4.34,0.21,F8,F,Main_Sequence_Hot,2,1
278,HAT-P-3,134.554,5185.0,0.87,1.06,-0.36,4.56,0.27,K1,K,Main_Sequence_Cool,2,1
279,HAT-P-30,213.985,6304.0,1.31,1.55,0.312,4.36,0.13,F7,F,Main_Sequence_Hot,2,1
280,HAT-P-31,344.05,6065.0,1.39,1.31,0.43315,4.26,0.15,Unknown,Unknown,Main_Sequence_Hot,1,1
281,HAT-P-32,289.205,6001.0,1.367,1.132,0.33806,4.22,-0.16,Unknown,Unknown,Main_Sequence_Hot,2,1
282,HAT-P-33,396.11,6446.0,1.79,1.82,0.618,4.15,0.05,F4,F,Main_Sequence_Hot,2,1
283,HAT-P-34,249.325,6442.0,1.53,1.392,0.6003,4.21,0.22,Unknown,Unknown,Main_Sequence_Hot,1,1
284,HAT-P-35,506.965,6096.0,1.435,1.236,0.38307,4.21,0.11,Unknown,Unknown,Main_Sequence_Hot,3,1
285,HAT-P-36,294.419,5620.0,1.041,1.03,0.02243,4.416,0.25,G5 V,G,Main_Sequence_Cool,1,1
286,HAT-P-37,390.594,5500.0,0.877,0.929,-0.208,4.52,0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
287,HAT-P-38,255.206,5330.0,0.923,0.886,-0.208,4.45,0.06,G5,G,Main_Sequence_Cool,1,1
288,HAT-P-39,697.004,6430.0,1.625,1.404,0.607,4.16,0.19,Unknown,Unknown,Main_Sequence_Hot,2,1
289,HAT-P-4,320.451,5860.0,1.596,1.248,0.431,4.127,0.24,F,F,Main_Sequence_Cool,2,1
290,HAT-P-40,464.469,6080.0,1.94,1.03,0.778,3.93,0.22,Unknown,Unknown,Subgiant,1,1
291,HAT-P-41,348.185,6390.0,2.05,2.56,0.628,4.14,0.21,Unknown,Unknown,Main_Sequence_Hot,2,1
292,HAT-P-42,405.238,5743.0,1.53,1.178,0.356,4.14,0.27,Unknown,Unknown,Main_Sequence_Cool,1,1
293,HAT-P-43,528.825,5693.0,1.08,1.03,0.05986,4.38,0.2,F9,F,Main_Sequence_Cool,1,1
294,HAT-P-44,347.85,5295.0,0.949,0.942,-0.194,4.46,0.33,Unknown,Unknown,Main_Sequence_Cool,1,2
295,HAT-P-45,298.64,6330.0,1.319,1.259,0.4,4.3,0.07,Unknown,Unknown,Main_Sequence_Hot,1,1
296,HAT-P-46,290.736,6120.0,1.396,1.284,0.391,4.25,0.3,Unknown,Unknown,Main_Sequence_Hot,1,1
297,HAT-P-49,350.351,6820.0,2.06,2.22,0.814,4.1,0.07,F3,F,Main_Sequence_Hot,1,1
298,HAT-P-5,303.336,5960.0,1.12,1.04,0.187,4.37,0.24,G,G,Main_Sequence_Cool,1,1
299,HAT-P-50,515.458,6280.0,1.698,1.273,0.60314,4.072,-0.18,F5,F,Main_Sequence_Hot,1,1
300,HAT-P-51,440.089,5453.0,0.995,0.961,-0.10237,4.4256,0.302,G7,G,Main_Sequence_Cool,1,1
301,HAT-P-52,361.155,5131.0,0.893,0.887,-0.30452,4.483,0.28,K1,K,Main_Sequence_Cool,1,1
302,HAT-P-53,666.802,5956.0,1.209,1.093,0.21748,4.31,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
303,HAT-P-54,143.651,4390.0,0.617,0.645,-0.9017,4.667,-0.127,K7,K,Main_Sequence_Cool,1,1
304,HAT-P-55,511.388,5804.0,1.105,1.028,0.09656,4.363,0.003,Unknown,Unknown,Main_Sequence_Cool,1,1
305,HAT-P-56,320.639,6566.0,1.47,1.42,0.55274,3.39,0.0,F8,F,Giant,1,1
306,HAT-P-57,279.86,6330.0,1.85,2.77,0.80618,4.25,-0.25,A8 V,A,Main_Sequence_Hot,3,1
307,HAT-P-58,515.59,6078.0,1.53,1.031,0.45637,4.082,-0.224,Unknown,Unknown,Main_Sequence_Hot,1,1
308,HAT-P-59,265.471,5678.0,1.1038,1.008,0.05385,4.356,0.217,Unknown,Unknown,Main_Sequence_Cool,1,1
309,HAT-P-6,275.358,6570.0,1.62,1.79,0.55267,4.22,-0.13,Unknown,Unknown,Main_Sequence_Hot,1,1
310,HAT-P-60,233.22,6212.0,2.197,1.435,0.80889,3.9114,0.037,Unknown,Unknown,Subgiant,1,1
311,HAT-P-61,338.84,5587.0,0.938,1.004,-0.1152,4.496,0.194,Unknown,Unknown,Main_Sequence_Cool,1,1
312,HAT-P-62,348.815,5629.0,1.17,1.023,0.09061,4.312,0.414,Unknown,Unknown,Main_Sequence_Cool,1,1
313,HAT-P-63,403.458,5400.0,0.9661,0.925,-0.1463,4.435,0.251,Unknown,Unknown,Main_Sequence_Cool,1,1
314,HAT-P-64,651.897,6457.0,1.735,1.298,0.66839,4.072,-0.113,Unknown,Unknown,Main_Sequence_Hot,1,1
315,HAT-P-65,738.519,5872.0,1.666,1.297,0.47276,4.1079,0.208,G2,G,Main_Sequence_Cool,1,1
316,HAT-P-66,935.456,6002.0,1.881,1.255,0.6149,3.993,0.035,G0,G,Subgiant,1,1
317,HAT-P-67,371.686,6640.0,2.62,1.73,1.07773,3.84,0.14,Unknown,Unknown,Subgiant,2,1
318,HAT-P-68,202.152,4508.0,0.6701,0.6785,-0.77911,4.615,-0.059,K,K,Main_Sequence_Cool,1,1
319,HAT-P-69,341.263,7394.0,1.926,1.648,1.0,4.11,-0.069,Unknown,Unknown,Main_Sequence_Hot,1,1
320,HAT-P-7,341.079,6389.0,2.0,1.56,0.8142,4.07,0.26,F6 V,F,Main_Sequence_Hot,3,1
321,HAT-P-70,330.739,8450.0,1.858,1.89,1.22272,4.181,-0.059,Unknown,Unknown,Main_Sequence_Hot,1,1
322,HAT-P-8,211.553,6200.0,1.57,1.27,0.519,4.15,0.01,F6,F,Main_Sequence_Hot,3,1
323,HAT-P-9,455.203,6350.0,1.338,1.281,0.4183,4.293,0.12,F7,F,Main_Sequence_Hot,1,1
324,HATS-1,283.971,5870.0,1.038,0.986,0.04139,4.4,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
325,HATS-10,534.889,5880.0,1.105,1.101,0.117,4.392,0.15,Unknown,Unknown,Main_Sequence_Cool,1,1
326,HATS-11,944.603,6563.0,1.54,1.33,0.40312,4.19,0.03,G0,G,Main_Sequence_Hot,1,1
327,HATS-12,746.138,6357.0,1.17,1.16,0.86332,4.36,-0.1,F,F,Main_Sequence_Hot,1,1
328,HATS-13,421.855,5523.0,0.887,0.962,-0.32121,4.524,0.05,Unknown,Unknown,Main_Sequence_Cool,1,1
329,HATS-14,513.011,5346.0,0.933,0.967,-0.17274,4.484,0.33,Unknown,Unknown,Main_Sequence_Cool,1,1
330,HATS-15,1139.55,5311.0,0.922,0.871,-0.20412,4.449,0.0,G9 V,G,Main_Sequence_Cool,1,1
331,HATS-16,757.044,5738.0,1.238,0.97,0.17319,4.239,-0.1,G3 V,G,Main_Sequence_Cool,1,1
332,HATS-17,400.331,5846.0,1.091,1.131,0.09342,4.416,0.3,G V,G,Main_Sequence_Cool,1,1
333,HATS-18,624.368,5600.0,1.02,1.037,-0.03152,4.436,0.28,G V,G,Main_Sequence_Cool,1,1
334,HATS-2,341.925,5227.0,0.876,0.904,-0.268,4.51,0.15,K,K,Main_Sequence_Cool,1,1
335,HATS-22,229.518,4803.0,0.689,0.759,-0.64589,4.644,0.0,K V,K,Main_Sequence_Cool,1,1
336,HATS-23,639.004,5780.0,1.199,1.121,0.15534,4.328,0.28,G V,G,Main_Sequence_Cool,1,1
337,HATS-24,494.182,6125.0,1.12,1.07,0.19,4.37,-0.229,F V,F,Main_Sequence_Hot,1,1
338,HATS-25,471.158,5715.0,1.107,0.994,0.06819,4.347,0.02,G,G,Main_Sequence_Cool,1,1
339,HATS-26,861.843,6071.0,2.04,1.299,0.70415,3.936,-0.02,F,F,Subgiant,1,1
340,HATS-27,816.988,6438.0,1.74,1.415,0.66932,4.107,0.09,F,F,Main_Sequence_Hot,1,1
341,HATS-28,535.383,5498.0,0.922,0.929,-0.15739,4.476,0.01,G,G,Main_Sequence_Cool,1,1
342,HATS-29,353.891,5670.0,1.073,1.032,0.02938,4.389,0.16,G,G,Main_Sequence_Cool,1,1
343,HATS-3,411.211,6351.0,1.404,1.209,0.456,4.22,-0.157,F,F,Main_Sequence_Hot,1,1
344,HATS-30,342.14,5943.0,1.061,1.093,0.09691,4.425,0.06,G,G,Main_Sequence_Cool,2,1
345,HATS-31,773.974,6050.0,1.87,1.275,0.61909,4.0,0.0,Unknown,Unknown,Subgiant,1,1
346,HATS-32,745.116,5700.0,1.097,1.099,0.0569,4.396,0.39,Unknown,Unknown,Main_Sequence_Cool,1,1
347,HATS-33,248.46,5659.0,1.022,1.062,-0.01773,4.445,0.29,Unknown,Unknown,Main_Sequence_Cool,1,1
348,HATS-34,508.842,5380.0,0.98,0.955,-0.14026,4.435,0.25,Unknown,Unknown,Main_Sequence_Cool,1,1
349,HATS-35,514.555,6300.0,1.433,1.317,0.46538,4.244,0.21,Unknown,Unknown,Main_Sequence_Hot,1,1
350,HATS-36,856.436,5950.0,1.1,1.1,0.21484,4.4,0.15,G0 V,G,Main_Sequence_Cool,1,1
351,HATS-37 A,211.896,5326.0,0.877,0.843,-0.25571,4.478,0.051,Unknown,Unknown,Main_Sequence_Cool,2,1
352,HATS-38,343.525,5732.0,1.105,0.89,0.07151,4.301,-0.102,Unknown,Unknown,Main_Sequence_Cool,1,1
353,HATS-39,878.521,6572.0,1.621,1.379,0.64048,4.158,0.0,Unknown,Unknown,Main_Sequence_Hot,1,1
354,HATS-4,416.459,5403.0,0.925,1.001,-0.187,4.51,0.43,G,G,Main_Sequence_Cool,1,1
355,HATS-40,1342.29,6460.0,2.26,1.561,0.90309,3.921,0.01,Unknown,Unknown,Subgiant,1,1
356,HATS-41,737.668,6424.0,1.71,1.496,0.65321,4.14,0.47,Unknown,Unknown,Main_Sequence_Hot,1,1
357,HATS-42,800.377,6060.0,1.48,1.273,0.42488,4.201,0.22,Unknown,Unknown,Main_Sequence_Hot,1,1
358,HATS-43,362.273,5099.0,0.812,0.837,-0.39794,4.539,0.05,Unknown,Unknown,Main_Sequence_Cool,1,1
359,HATS-44,446.035,5080.0,0.847,0.86,-0.39794,4.514,0.32,Unknown,Unknown,Main_Sequence_Cool,1,1
360,HATS-45,772.11,6450.0,1.315,1.272,0.42488,4.305,0.02,Unknown,Unknown,Main_Sequence_Hot,1,1
361,HATS-46,453.808,5495.0,0.853,0.917,-0.22988,4.542,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
362,HATS-47,300.67,4512.0,0.6564,0.674,-0.79615,4.633,-0.113,Unknown,Unknown,Main_Sequence_Cool,1,1
363,HATS-48 A,263.609,4546.0,0.7152,0.7279,-0.70885,4.5909,0.186,Unknown,Unknown,Main_Sequence_Cool,2,1
364,HATS-49,324.413,4405.0,0.6977,0.7133,-0.78489,4.6036,0.208,Unknown,Unknown,Main_Sequence_Cool,1,1
365,HATS-5,246.384,5304.0,0.871,0.936,-0.268,4.53,0.19,G,G,Main_Sequence_Cool,1,1
366,HATS-50,756.742,5990.0,1.117,1.168,0.14301,4.411,,Unknown,Unknown,Main_Sequence_Cool,1,1
367,HATS-51,389.57,5758.0,1.44,1.187,0.30963,4.198,,Unknown,Unknown,Main_Sequence_Cool,1,1
368,HATS-52,555.134,6010.0,1.046,1.111,0.06819,4.445,-0.2843,Unknown,Unknown,Main_Sequence_Hot,1,1
369,HATS-53,585.77,5644.0,1.101,0.964,0.04532,4.34,,Unknown,Unknown,Main_Sequence_Cool,1,1
370,HATS-54,748.585,5621.0,1.23,1.05,0.11461,4.2,0.37,G6 V,G,Main_Sequence_Cool,1,1
371,HATS-55,609.838,6214.0,1.126,1.1955,0.22891,4.4121,0.108,Unknown,Unknown,Main_Sequence_Hot,1,1
372,HATS-56,564.409,6536.0,2.201,1.573,0.89763,3.949,0.19,Unknown,Unknown,Subgiant,1,1
373,HATS-57,279.485,5587.0,0.96,1.026,-0.0942,4.484,0.268,Unknown,Unknown,Main_Sequence_Cool,1,1
374,HATS-58 A,403.591,7175.0,1.433,1.461,0.68931,4.292,,Unknown,Unknown,Main_Sequence_Hot,2,1
375,HATS-59,642.884,5670.0,1.036,1.038,-0.00436,4.422,0.18,Unknown,Unknown,Main_Sequence_Cool,1,2
376,HATS-6,169.318,3724.0,0.57,0.574,-1.09983,4.683,0.2,M1 V,M,Main_Sequence_Cool,1,1
377,HATS-60,486.474,5688.0,1.46,1.097,0.30016,4.148,0.335,Unknown,Unknown,Main_Sequence_Cool,1,1
378,HATS-61,679.761,5542.0,1.664,1.076,0.36922,4.028,0.247,Unknown,Unknown,Main_Sequence_Cool,1,1
379,HATS-62,523.067,5416.0,0.933,0.896,-0.17328,4.451,0.133,Unknown,Unknown,Main_Sequence_Cool,1,1
380,HATS-63,623.232,5627.0,1.07,0.931,0.01199,4.349,0.081,Unknown,Unknown,Main_Sequence_Cool,1,1
381,HATS-64,1080.15,6554.0,2.113,1.564,0.86747,3.982,0.22,Unknown,Unknown,Subgiant,1,1
382,HATS-65,493.32,6277.0,1.31,1.257,0.37658,4.303,0.199,Unknown,Unknown,Main_Sequence_Hot,2,1
383,HATS-66,1477.98,6626.0,1.841,1.411,0.76716,4.057,-0.017,Unknown,Unknown,Main_Sequence_Hot,1,1
384,HATS-67,960.109,6594.0,1.441,1.435,0.54654,4.278,0.332,Unknown,Unknown,Main_Sequence_Hot,1,1
385,HATS-68,603.955,6147.0,1.748,1.351,0.59218,4.083,0.21,Unknown,Unknown,Main_Sequence_Hot,1,1
386,HATS-69,414.537,5137.0,0.8785,0.892,-0.31758,4.501,0.377,Unknown,Unknown,Main_Sequence_Cool,1,1
387,HATS-7,240.707,4985.0,0.815,0.849,-0.43415,4.545,0.25,K2,K,Main_Sequence_Cool,1,1
388,HATS-70,1458.83,7930.0,1.881,1.78,1.07918,4.167,0.041,Unknown,Unknown,Main_Sequence_Hot,1,1
389,HATS-71,140.225,3405.0,0.4783,0.4861,-1.55988,4.7653,0.17,M3 V,M,Main_Sequence_Cool,1,1
390,HATS-72,127.589,4656.1,0.7214,0.7311,-0.65896,4.5853,0.099,Unknown,Unknown,Main_Sequence_Cool,1,1
391,HATS-74 A,299.389,3776.9,0.5758,0.601,-1.2161,4.696,0.514,Unknown,Unknown,Main_Sequence_Cool,2,1
392,HATS-75,194.964,3790.4,0.5848,0.6017,-1.19661,4.6831,0.522,Unknown,Unknown,Main_Sequence_Cool,1,1
393,HATS-76,385.689,4016.0,0.6259,0.662,-1.0381,4.665,0.322,Unknown,Unknown,Main_Sequence_Cool,1,1
394,HATS-77,436.176,4071.0,0.6428,0.655,-0.99183,4.638,0.253,Unknown,Unknown,Main_Sequence_Cool,1,1
395,HATS-8,794.637,5679.0,1.086,1.056,-0.0252,4.386,0.21,Unknown,Unknown,Main_Sequence_Cool,1,1
396,HATS-9,638.7,5599.0,1.56,1.1,0.3118,4.1,0.38,Unknown,Unknown,Main_Sequence_Cool,1,1
397,HD 100508,32.7548,5419.0,1.0179,0.94,-0.0942,4.39,0.33,K1 IV,K,Main_Sequence_Cool,1,1
398,HD 100655,137.178,4891.0,10.06,2.28,1.63347,2.79,0.07,G9 III,G,Giant,2,1
399,HD 100777,49.5336,5533.0,1.04,1.08,0.02119,4.32,-0.27,G8 V,G,Main_Sequence_Cool,1,1
400,HD 10180,38.9607,5911.0,1.109,1.06,0.17319,4.39,0.08,G1 V,G,Main_Sequence_Cool,1,6
401,HD 101930,30.0274,5108.0,0.86,0.57,-0.3098,4.33,0.15,K1 V,K,Main_Sequence_Cool,2,1
402,HD 102117,39.5792,5655.0,1.23,1.06,0.15737,4.29,0.28,G6 V,G,Main_Sequence_Cool,1,1
403,HD 102195,29.3386,5301.0,0.82,0.76,-0.33442,4.49,0.04,K0 V,K,Main_Sequence_Cool,1,1
404,HD 102272,347.097,4790.0,10.3,1.45,1.66167,2.58,-0.41,K0,K,Giant,1,1
405,HD 102329,217.107,4787.5,8.06,2.255,1.29226,2.98,0.175,K0 III,K,Giant,1,2
406,HD 102365,9.2894,5630.0,0.95138,0.85,-0.05665,4.57,-0.26,G3/5V,G,Main_Sequence_Cool,2,1
407,HD 102843,62.758,5436.0,0.961488,0.95,-0.13814,4.45935,0.16,K0 V,K,Main_Sequence_Cool,1,1
408,HD 102888,126.484,4990.0,8.6,2.42,1.61584,2.87,0.07,G8 III,G,Giant,1,1
409,HD 102956,121.89,4985.0,4.55,1.66,1.06446,3.38,0.19,G5,G,Giant,2,1
410,HD 103197,57.1463,5250.0,0.88,0.8,-0.3279,4.45,0.22,K1 V(P),K,Main_Sequence_Cool,1,1
411,HD 103720,45.5352,5017.0,0.73,0.794,-0.45834,4.43,-0.02,K3 V,K,Main_Sequence_Cool,1,1
412,HD 103774,56.4089,6489.0,1.581047,1.335,0.544,4.26,0.28,F5 V,F,Main_Sequence_Hot,2,1
413,HD 103891,55.5213,6072.0,2.22,1.28,0.78604,3.79,-0.19,F9,F,Subgiant,1,1
414,HD 103949,26.4997,4792.0,0.753113,0.77,-0.56946,4.59071,-0.07,K3 V,K,Main_Sequence_Cool,1,1
415,HD 104067,20.3632,4952.0,0.78,0.82,-0.51256,4.56,0.11,K2V,K,Main_Sequence_Cool,1,2
416,HD 10442,135.374,4912.0,1.97,1.01,0.31,3.19,0.11,K0 IV,K,Giant,1,1
417,HD 104985,100.576,4738.0,11.12,1.22,1.76989,2.42,-0.32,G9 III,G,Supergiant,1,1
418,HD 105618,70.0837,5671.0,1.27399,1.01,0.17967,4.23206,,Unknown,Unknown,Main_Sequence_Cool,1,2
419,HD 105779,55.2411,5792.0,0.94,0.89,-0.10791,4.36,-0.25,G2,G,Main_Sequence_Cool,1,1
420,HD 106252,38.185,5874.0,1.05,1.05,0.1232,4.36,-0.06,G0,G,Main_Sequence_Cool,1,1
421,HD 106270,93.808,5509.0,2.66,1.39,0.75587,3.72,0.06,G5 IV,G,Subgiant,1,1
422,HD 106315,109.353,6327.0,1.296,1.091,0.39454,4.252,-0.311,F5 V,F,Main_Sequence_Hot,1,2
423,HD 10647,17.3357,6218.0,1.1,1.11,0.149,4.62,0.0,F9 V,F,Main_Sequence_Hot,1,1
424,HD 106515 A,34.0915,5362.0,0.91,0.89,-0.16368,4.41,0.03,G5 V,G,Main_Sequence_Cool,2,1
425,HD 106906,103.029,6516.0,2.12351,1.5,0.75,3.90453,0.04,F5 V,F,Subgiant,1,1
426,HD 10697,33.1205,5641.0,1.863076,0.99,0.47665,3.957761,0.17,G3 V,G,Subgiant,1,1
427,HD 107148,49.4156,5774.96,1.169193,1.1126075000000002,0.12081,4.3955125,0.3052,G5 V,G,Main_Sequence_Cool,2,2
428,HD 108147,38.92,6255.73,1.20664,1.22,0.30297,4.36127,0.1803,F8 V CH+0.4,F,Main_Sequence_Hot,1,1
429,HD 108202,38.6846,4556.03,0.66355,0.74,-0.76721,4.65165,0.3048,K4/5 V,K,Main_Sequence_Cool,1,1
430,HD 108236,64.5978,5660.0,0.877,0.869,-0.14997,4.49,-0.28,G3 V,G,Main_Sequence_Cool,1,5
431,HD 108341,48.9102,5122.0,0.79,0.843,-0.37001,4.45,0.04,K2 V,K,Main_Sequence_Cool,2,1
432,HD 108863,164.742,4878.0,5.74,1.59,1.22531,3.07,0.2,K0,K,Giant,1,1
433,HD 108874,59.5175,5575.5,1.05,1.025,-0.00072,4.44,0.225,G5,G,Main_Sequence_Cool,1,2
434,HD 109246,67.8349,5844.0,1.07,1.2,0.10028,4.46,0.1,G0 V,G,Main_Sequence_Cool,1,1
435,HD 109271,55.8716,5783.0,1.294595,1.047,0.301,4.28,0.1,G5 V,G,Main_Sequence_Cool,1,2
436,HD 109286,55.4156,5694.0,1.089,0.98,-0.08393,4.44,0.05,G4 V,G,Main_Sequence_Cool,1,1
437,HD 109749,63.0821,5824.0,1.22,1.13,0.19,4.31,0.24,G3 V,G,Main_Sequence_Cool,2,1
438,HD 10975,116.506,4840.0,11.16,1.41,1.78986,2.48,-0.21,K0 III,K,Supergiant,1,1
439,HD 109833,79.5561,5881.0,1.0,1.08,0.07188,4.45,-0.07,Unknown,Unknown,Main_Sequence_Cool,1,2
440,HD 109988,42.5279,5185.97,0.869694,0.88,-0.30725,4.50382,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
441,HD 110014,100.758,4445.0,20.9,2.17,2.30408,2.1,0.19,K2 III,K,Supergiant,1,1
